idParroquiaSalud;idParroquias;idSalud;Parr_ubi
984;;113;Tálag
985;;113;San Carlos
986;;113;Puerto Napo
987;;113;San Sebastián del Coca
988;229;110;Santa Rosa
989;;110;Sardinas
990;;69;Tena
991;;24;Puerto Francisco de Orellana (El Coca)
992;;23;Dayuma
993;;49;Tena
994;;79;Puyo
995;;77;Puyo
996;;64;Puyo
997;;113;Mera
998;;113;Madre Tierra
999;;113;Shell
1000;;113;Curaray
1001;;113;Diez de Agosto
1002;;113;Fátima
1003;;113;Veracruz  (Cab. en Indillama)
1004;;113;Montalvo (Andoas)
1005;16;113;Tarqui
1006;;113;Teniente Hugo Ortiz
1007;658;113;Arajuno
1008;;110;Pomona
1009;660;113;Canelos
1010;;113;Simón Bolívar  (Cab. en Mushullacta)
1011;;113;Sarayacu
1012;;113;Santa Clara
1013;;113;Puyo
1014;;110;Simón Bolívar  (Cab. en Mushullacta)
1015;;113;El Triunfo
1016;658;110;Arajuno
1017;;38;Quito Distrito Metropolitano
1018;;80;Quito Distrito Metropolitano
1019;;69;Quito Distrito Metropolitano
1020;;96;Quito Distrito Metropolitano
1021;;71;Quito Distrito Metropolitano
1022;;88;Quito Distrito Metropolitano
1023;;79;Quito Distrito Metropolitano
1024;;78;Quito Distrito Metropolitano
1025;;99;Quito Distrito Metropolitano
1026;;94;Quito Distrito Metropolitano
1027;;70;Quito Distrito Metropolitano
1028;;82;Quito Distrito Metropolitano
1029;;98;Quito Distrito Metropolitano
1030;;90;Quito Distrito Metropolitano
1031;;17;Quito Distrito Metropolitano
1032;666;43;Alangasí
1033;;98;Conocoto
1034;;66;Nanegalito
1035;669;66;Cayambe
1036;;66;Machachi
1037;;66;Sangolquí
1038;;38;Santo Domingo de los Colorados
1039;;79;Santo Domingo de los Colorados
1040;;40;Quito Distrito Metropolitano
1041;;66;Yaruquí
1042;;72;Quito Distrito Metropolitano
1043;;38;Sangolquí
1044;;38;Machachi
1045;;8;Quito Distrito Metropolitano
1046;;113;Quito Distrito Metropolitano
1047;666;113;Alangasí
1048;674;113;Amaguaña
1049;675;113;Atahualpa
1050;676;8;Calderón
1051;677;113;Calacalí
1052;;8;Conocoto
1053;;113;Cumbayá
1054;679;113;Checa (Chilpa)
1055;;113;Guayllabamba
1056;;113;Gualea
1057;;113;Mindo
1058;;113;Nanegal
1059;;113;Nono
1060;;113;Pacto
1061;;8;Pedro Vicente Maldonado
1062;;113;Pifo
1063;;113;Píntag
1064;;113;Pomasqui
1065;;113;Puéllaro
1066;;113;Puembo
1067;;113;El Quinche
1068;693;113;San Antonio
1069;;113;San José de Minas
1070;;113;San Miguel de los Bancos
1071;;113;Tumbaco
1072;;113;Zámbiza
1073;;113;Nayón
1074;;113;Puerto Quito
1075;669;113;Cayambe
1076;700;113;Cangahua
1077;;113;Olmedo (Pesillo)
1078;;113;Otón
1079;703;113;Ascázubi
1080;704;113;Alóag
1081;;113;Manuel Cornejo Astorga (Tandapi)
1082;324;113;Tambillo
1083;;113;Uyumbicho
1084;708;113;Aloasí
1085;;8;Tabacundo
1086;;113;La Esperanza
1087;;113;Malchinguí
1088;;113;Tocachi
1089;;113;Cotogchoa
1090;;113;Sangolquí
1091;;8;La Concordia
1092;;113;Santo Domingo de los Colorados
1093;;113;La Concordia
1094;715;113;Alluriquín
1095;;113;San Jacinto del Bua
1096;;113;Tupigachi
1097;;113;El Chaupi
1098;;113;Santa Rosa de Cuzubamba
1099;;113;Lloa
1100;;113;Llano Chico
1101;;113;Tababela
1102;;113;Perucho
1103;724;113;Chavezpamba
1104;;113;La Merced
1105;;113;Santa María del Toachi
1106;;27;Quito Distrito Metropolitano
1107;;113;Luz de América
1108;;113;Guangopolo
1109;;8;Santo Domingo de los Colorados
1110;;113;Cutuglahua
1111;;113;Valle Hermoso
1112;;11;Quito Distrito Metropolitano
1113;;6;Quito Distrito Metropolitano
1114;674;111;Amaguaña
1115;;6;Sangolquí
1116;;9;Quito Distrito Metropolitano
1117;;49;Quito Distrito Metropolitano
1118;;18;Quito Distrito Metropolitano
1119;;24;Quito Distrito Metropolitano
1120;;34;Santo Domingo de los Colorados
1121;;34;Quito Distrito Metropolitano
1122;;21;Quito Distrito Metropolitano
1123;;22;Quito Distrito Metropolitano
1124;;19;Quito Distrito Metropolitano
1125;;24;Pifo
1126;;17;Quito Distrito Metropolitano
1127;;49;Sangolquí
1128;;23;Quito Distrito Metropolitano
1129;;49;Cutuglahua
1130;;19;Pomasqui
1131;;49;Tababela
1132;;20;Quito Distrito Metropolitano
1133;693;49;San Antonio
1134;;35;Quito Distrito Metropolitano
1135;674;17;Amaguaña
1136;;17;Machachi
1137;;17;Sangolquí
1138;324;19;Tambillo
1139;669;49;Cayambe
1140;;49;Machachi
1141;704;49;Alóag
1142;;49;Cumbayá
1143;;49;Tumbaco
1144;;49;Cotogchoa
1145;;49;Conocoto
1146;669;111;Cayambe
1147;;111;Tabacundo
1148;;25;Quito Distrito Metropolitano
1149;676;49;Calderón
1150;;6;Santo Domingo de los Colorados
1151;;15;Quito Distrito Metropolitano
1152;;17;Pomasqui
1153;;49;Pifo
1154;;49;Santo Domingo de los Colorados
1155;674;49;Amaguaña
1156;;49;Valle Hermoso
1157;;30;Conocoto
1158;;38;Matriz
1159;732;75;Atocha - Ficoa
1160;;79;La Merced
1161;;66;Pelileo
1162;;66;Píllaro
1163;310;38;San Francisco
1164;;38;Píllaro
1165;;38;Huachi Loreto
1166;;8;Matriz
1167;738;113;Augusto N. Martínez (Mundugleo)
1168;739;113;Cevallos
1169;;113;Mocha
1170;;113;Pasa
1171;;113;Pilaguín (Pilahuín)
1172;;113;Quisapincha (Quizapincha)
1173;744;113;Atahualpa (Chisalata)
1174;;113;Constantino Fernández (Cab. en Cullitahua)
1175;;113;Izamba
1176;;113;Picaigua
1177;229;113;Santa Rosa
1178;;113;Tisaleo
1179;;113;Juan Benigno Vela
1180;751;113;Ambatillo
1181;;113;Huachi Grande
1182;;113;Totoras
1183;;113;Quinchicoto
1184;;113;Río Negro
1185;;113;Río Verde
1186;;8;Patate
1187;;113;Cotaló
1188;;113;Guambaló (Huambaló)
1189;;113;Salasaca
1190;;110;Pelileo
1191;761;113;Benítez (Pachanlica)
1192;;113;San José de Poalo
1193;;113;San Miguelito
1194;207;113;San Andrés
1195;;8;Quero
1196;;110;Quero
1197;;113;Quero
1198;;110;Yanayacu - Mochapata (Cab. en Yanayacu)
1199;739;110;Cevallos
1200;738;110;Augusto N. Martínez (Mundugleo)
1201;;113;Cunchibamba
1202;;110;Unamuncho
1203;;113;Montalvo
1204;;113;Huachi Chico
1205;;113;La Merced
1206;771;8;Celiano Monge
1207;772;113;Chiquicha (Cab. en Chiquicha Grande)
1208;;113;Sucre (Cab. en Sucre-Patate Urcu)
1209;;113;El Triunfo
1210;;113;San Fernando (Pasa San Fernando)
1211;;113;García Moreno (Chumaqui)
1212;;113;El Rosario (Rumichaca)
1213;778;113;Bolívar
1214;;110;Emilio María Terán (Rumipamba)
1215;;112;Matriz
1216;;49;La Merced
1217;;54;Pishilata
1218;;52;Izamba
1219;781;111;Baños de Agua Santa
1220;310;49;San Francisco
1221;;57;San José de Poalo
1222;;53;Huachi Loreto
1223;;34;Matriz
1224;;50;Matriz
1225;;49;La Península
1226;;79;Zamora
1227;;66;Yantzaza (Yanzatza)
1228;;66; Zumba
1229;;113;Cumbaratza
1230;;110;Los Encuentros
1231;;113;Zumbi
1232;;113;Guadalupe
1233;;113;Guayzimi
1234;;110;Imbana (La Victoria de Imbana)
1235;;113;El Pangui
1236;;113;Paquisha
1237;;113;Los Encuentros
1238;794;110;Chito
1239;;110;El Chorro
1240;;20;Palanda
1241;;113;Valladolid
1242;;110;La Chonta
1243;;110;El Porvenir del Carmen
1244;800;113;28 de Mayo (San José de Yacuambi)
1245;;110;Tutupali
1246;;113;San Carlos de las Minas
1247;;110;San Francisco del Vergel
1248;133;110;La Paz
1249;805;113;Chicaña
1250;;113;Zamora
1251;;110; Zumba
1252;;113;El Guisme
1253;;64;Zamora
1254;;52;Zamora
1255;;52; Zumba
1256;;66;Puerto Baquerizo Moreno
1257;;66;Puerto Ayora
1258;;110;Isla Santa María (Floreana) (Cab. en  Pto. Velasco Ibarra)
1259;;113;Puerto Villamil
1260;;113;El Progreso
1261;812;113;Bellavista
1262;;79;Nueva Loja
1263;;66;Shushufindi
1264;;113;El Dorado de Cascales
1265;;113;Lumbaquí
1266;;113;El Playón de San Francisco
1267;;113;Limoncocha
1268;;113;Tarapoa
1269;;113;La Bonita
1270;224;113;Sevilla
1271;;113;Santa Bárbara
1272;;113;Shushufindi
1273;;113;Puerto El Carmen del Putumayo
1274;;113;Palma Roja
1275;263;113;Jambelí
1276;;113;Pacayacu
1277;;113;General Farfán
1278;;110;San Roque (Cab. en San Vicente)
1279;;113;El Reventador
1280;;23;Nueva Loja
1281;;17;Santa Cecilia
1282;;17;Nueva Loja
1283;;17;Puerto El Carmen del Putumayo
1284;;23;Shushufindi
1285;12;60;Cumbe
1286;;60;Llacao
1287;7;60;Molleturo
1288;42;60;Octavio Cordero Palacios (Santa Rosa)
1289;44;60;Paccha
1290;9;60;Quingeo
1291;40;60;San Joaquín
1292;38;60;Sayausi
1293;10;60;Sidcay
1294;15;60;Sinincay
1295;16;60;Tarqui
1296;;60;Turi
1297;39;60;Valle
1298;20;60;Asunción
1299;;60;San Gerardo
1300;;60;Daniel Córdova Toral (El Oriente)
1301;23;60;Jadán
1302;22;60;San Juan
1303;;60;Zhidmad
1304;17;60;Nabón
1305;21;60;Cochapata
1306;46;60;El Progreso (Cab. en Zhota)
1307;47;60;Las Nieves (Chaya)
1308;836;60;Bulán(José Víctor Izquierdo)
1309;837;60;Chicán (Guillermo Ortega)
1310;;60;El Cabo
1311;;60;Guarainag
1312;;60;Tomebamba
1313;33;60;Pucará
1314;4;60;Santa Isabel (Chaguarurco)
1315;5;60;Sigsig
1316;35;60;Gima
1317;37;60;Ludo
1318;36;60;San Bartolomé
1319;;60;San José de Raranga
1320;18;60;San Felipe de Oña
1321;25;60;Chordeleg
1322;29;60;El Pan
1323;30;60;Palmas
1324;27;60;Guachapala
1325;58;60;Guaranda
1326;81;60;Julio E. Moreno (Catanahuán Grande)
1327;66;60;Salinas
1328;64;60;San Lorenzo
1329;67;60;San Simón (Yacoto)
1330;60;60;Chillanes
1331;71;60;Magdalena (Chapacoto)
1332;61;60;Echeandía
1333;59;60;San Miguel
1334;74;60;Balsapamba
1335;78;60;Bilován
1336;77;60;San Vicente
1337;70;60;Caluma
1338;89;60;Guapán
1339;88;60;Javier Loyola (Chuquipata)
1340;91;60;Luis Cordero
1341;85;60;Pindilig
1342;87;60;Rivera
1343;92;60;San Miguel
1344;93;60;Biblián
1345;94;60;Nazón (Cab. en Pampa de Domínguez)
1346;112;60;San Francisco de Sageo
1347;83;60;Cañar
1348;101;60;Chontamarca
1349;103;60;Honorato Vásquez (Tambo Viejo)
1350;100;60;Ingapirca
1351;108;60;Juncal
1352;109;60;La Troncal
1353;98;60;Manuel J. Calle
1354;102;60;Pancho Negro
1355;84;60;Déleg
1356;99;60;Suscal
1357;117;60;Julio Andrade (Orejuela)
1358;120;60;Urbina (Taya)
1359;139;60;Los Andes
1360;131;60;Monte Olivo
1361;126;60;La Libertad (Alizo)
1362;128;60;San Isidro
1363;127;60;Mira (Chontahuasi)
1364;125;60;Concepción
1365;124;60;Juan Montalvo (San Ignacio de Quil)
1366;115;60;San Gabriel
1367;130;60;Cristóbal Colón
1368;133;60;La Paz
1369;121;60;Huaca
1370;147;60;Latacunga
1371;159;60;Alaques (Alaquez)
1372;156;60;Belisario Quevedo (Guanailín)
1373;148;60;Guaitacama (Guaytacama)
1374;149;60;Mulaló
1375;153;60;San Juan de Pastocalle
1376;163;60;La Maná
1377;168;60;Guasaganda (Cab. en Guasaganda)
1378;152;60;Pucayacu
1379;161;60;Moraspungo
1380;178;60;Pinllopata
1381;145;60;Pujilí
1382;162;60;Angamarca
1383;179;60;Guangaje
1384;165;60;Tingo
1385;146;60;San Miguel
1386;172;60;Mulliquindil (Santa Ana)
1387;171;60;Cusubamba
1388;169;60;Mulalillo
1389;174;60;Saquisilí
1390;180;60;Canchagua
1391;154;60;Sigchos
1392;;60;Palo Quemado
1393;219;60;Cacha (Cab. en Machángara)
1394;196;60;Calpi
1395;191;60;Flores
1396;190;60;Licto
1397;197;60;Pungalá
1398;192;60;Punín
1399;;60;Quimiag
1400;22;60;San Juan
1401;201;60;Achupallas
1402;204;60;Guasuntos
1403;220;60;Multitud
1404;200;60;Sibambe
1405;199;60;Tixán
1406;185;60;Villa La Unión (Cajabamba)
1407;210;60;Columbe
1408;223;60;Santiago de Quito (Cab. en San Antonio de Quito)
1409;186;60;Chunchi
1410;221;60;Compud
1411;187;60;Guamote
1412;213;60;Palmira
1413;;60;Guanando
1414;217;60;Ilapo
1415;207;60;San Andrés
1416;212;60;Pallatanga
1417;206;60;Penipe
1418;;60;Puela
1419;203;60;Cumandá
1420;252;60;Paccha
1421;250;60;Ayapamba
1422;242;60;Balsas
1423;232;60;Tendales (Cab. en Puerto Tendales)
1424;240;60;Marcabelí
1425;241;60;Moromoro (Cab. en El Vado)
1426;245;60;San Roque (Ambrosio Maldonado)
1427;257;60;Curtincapa
1428;260;60;La Avanzada
1429;262;60;Guanazán
1430;254;60;Malvas
1431;271;60;Esmeraldas
1432;319;60;Crnel. Carlos Concha Torres (Cab. en Huele)
1433;279;60;Chinca
1434;281;60;Majua
1435;283;60;San Mateo
1436;284;60;Tabiazo
1437;316;60;Atahualpa (Cab. en Camarones)
1438;276;60;Borbon
1439;298;60;La Tola
1440;318;60;Santo Domingo de Onzole
1441;317;60;Selva Alegre
1442;;60;Quingue (Olmedo Perdomo Franco)
1443;310;60;San Francisco
1444;306;60;San Gregorio
1445;275;60;Rosa Zárate (Quinindé)
1446;323;60;Chura (Chancama) (Cab. en El Yerbero)
1447;313;60;Malimpia
1448;294;60;Ancón (Pichangal) (Cab. en Palma Real)
1449;297;60;Concepción
1450;845;60;Carondelet
1451;320;60;Tululbí (Cab. en Ricaurte)
1452;588;60;La Unión
1453;286;60;Tonchigue
1454;;60;Tonsupa
1455;282;60;Rioverde
1456;302;60;Chumundé
1457;321;60;Lagarto
1458;290;60;Montalvo (Cab. en Horqueta)
1459;;60;Puná
1460;;60;Tenguel
1461;369;60;Alfredo Baquerizo Moreno (Jujín)
1462;333;60;Balzar
1463;308;60;Daule
1464;327;60;Velasco Ibarra (El Empalme)
1465;;60;Guayas (Pueblo Nuevo)
1466;;60;El Triunfo
1467;;60;Roberto Astudillo (Cab. en Cruce de Venecia)
1468;;60;Naranjal
1469;;60;Jesús María
1470;;60;Taura
1471;;60;Naranjito
1472;;60;Pedro Carbo
1473;;60;El Salitre (Las Ramas)
1474;;60;Gral. Vernaza (Dos Esteros)
1475;;60;Gral. Pedro J. Montero (Boliche)
1476;;60;Yaguachi Viejo (Cone)
1477;;60;Crnel.Lorenzo de Garaicoa (Pedregal)
1478;;60;Lomas de Sargentillo
1479;;60;San Miguel de Ibarra, Cabecera Cantonal y Capital Provincial
1480;388;60;Ambuquí
1481;390;60;Carolina
1482;;60;Lita
1483;396;60;San Antonio
1484;;60;San Francisco de Natabuela
1485;;60;San Roque
1486;410;60;Apuela
1487;;60;Peñaherrera
1488;;60;Vacas Galindo (El Churo) (Cab.en San Miguel Alto)
1489;;60;Otavalo
1490;;60;Quiroga
1491;;60;Dr. Miguel Egas Cabezas (Peguche)
1492;;60;González Suárez
1493;;60;San José de Quichinche
1494;;60;San Pablo
1495;;60;San Francisco de Sigsipamba
1496;389;60;Cahuasquí
1497;;60;La Merced de Buenos Aires
1498;;60;Pablo Arenas
1499;847;60;Chantaco
1500;;60;Gualel
1501;;60;Malacatos (Valladolid)
1502;;60;San Lucas
1503;;60;San Pedro de Vilcabamba
1504;;60;Quinara
1505;427;60;Cariamanga
1506;;60;El Lucero
1507;;60;Utuana
1508;95;60;El Tambo
1509;;60;Cruzpamba (Cab. en Carlos Bustamante)
1510;;60;Pozul (San Juan de Pozul)
1511;236;60;Buenavista
1512;433;60;Amaluza
1513;;60;Jimbura
1514;459;60;Changaimina (La Libertad)
1515;;60;Nambacola
1516;;60;Macará
1517;;60;Larama
1518;466;60;La Victoria
1519;429;60;Catacocha
1520;;60;Guachanamá
1521;430;60;Alamor
1522;483;60;Ciano
1523;;60;El Limo (Mariana de Jesús)
1524;;60;Saraguro
1525;;60;El Tablón
1526;;60;Manú
1527;;60;San Pablo de Tenta
1528;317;60;Selva Alegre
1529;;60;Sozoranga
1530;;60;Nueva Fátima
1531;;60;Tacamoros
1532;;60;Mangahurco
1533;;60;Garzareal
1534;;60;Limones
1535;;60;Pindal
1536;496;60;Chaquinal
1537;;60;Quilanga
1538;;60;Fundochamba
1539;;60;Olmedo
1540;;60;Febres Cordero (Las Juntas) (Cab. en Mata de Cacao)
1541;;60;Pimocha
1542;14;60;Ricaurte
1543;;60;Quinsaloma
1544;;60;Zapotal
1545;;60;Vinces
1546;519;60;Antonio Sotomayor (Cab. en Playas de Vinces)
1547;;60;San Jacinto de Buena Fé
1548;;60;Valencia
1549;;60;Mocache
1550;255;60;Portoviejo
1551;533;60;Abdón Calderón (San Francisco)
1552;534;60;Alhajuela (Bajo Grande)
1553;;60;Crucita
1554;;60;Riochico (Río Chico)
1555;;60;San Plácido
1556;525;60;Calceta
1557;;60;Quiroga
1558;502;60;Chone
1559;542;60;Canuto
1560;;60;Convento
1561;855;60;Chibunga
1562;;60;Eloy Alfaro
1563;14;60;Ricaurte
1564;105;60;San Antonio
1565;;60;El Carmen
1566;;60;Wilfrido Loor Moreira (Maicito)
1567;;60;Flavio Alfaro
1568;;60;San Francisco de Novillo (Cab. en Novillo)
1569;;60;Jipijapa
1570;548;60;América
1571;;60;El Anegado (Cab. en Eloy Alfaro)
1572;;60;Pedro Pablo Gómez
1573;;60;Puerto de Cayo
1574;;60;Junín
1575;;60;Montecristi
1576;;60;Manta
1577;;60;Paján
1578;558;60;Campozano (La Palma de Paján)
1579;559;60;Cascol
1580;;60;Guale
1581;;60;Pichincha
1582;278;60;Rocafuerte
1583;;60;Santa Ana de Vuelta Larga, Cabecera Cantonal
1584;566;60;Ayacucho
1585;;60;Honorato Vásquez (Cab. en Vásquez)
1586;280;60;La Unión
1587;;60;San Pablo (Cab. en Pueblo Nuevo)
1588;529;60;Bahía de Caraquez
1589;569;60;Canoa
1590;571;60;Charapotó
1591;128;60;San Isidro
1592;576;60;San Vicente
1593;;60;Tosagua
1594;;60;Sucre
1595;577;60;Bellavista
1596;;60;Noboa
1597;;60;Pedernales
1598;;60;Olmedo
1599;;60;Puerto López
1600;;60;Jama
1601;128;60;San Isidro
1602;;60;Sevilla Don Bosco
1603;608;60;Bomboiza
1604;;60;Yunganza (Cab. en El Rosario)
1605;;60;Indanza
1606;;60;Sangay (Cab. en Nayamanaca)
1607;860;60;16 de Agosto
1608;;60;San Luis de El Acho (Cab. en El Acho)
1609;;60;Tayuza
1610;;60;Sucúa
1611;;60;Huambi
1612;;60;Pablo Sexto
1613;;60;San Juan Bosco
1614;;60;Macas
1615;;60;Tena
1616;631;60;Ahuano
1617;;60;Pano
1618;624;60;Archidona
1619;229;60;Santa Rosa
1620;;60;Diez de Agosto
1621;;60;Sarayacu
1622;;60;Simón Bolívar  (Cab. en Mushullacta)
1623;;60;Teniente Hugo Ortiz
1624;;60;Madre Tierra
1625;;60;Santa Clara
1626;676;60;Calderón
1627;;60;Gualea
1628;;60;Nanegal
1629;;60;Pacto
1630;;60;Puéllaro
1631;;60;San José de Minas
1632;;60;Tumbaco
1633;669;60;Cayambe
1634;700;60;Cangahua
1635;;60;Olmedo (Pesillo)
1636;;60;Tabacundo
1637;;60;San Miguel de los Bancos
1638;;60;Pedro Vicente Maldonado
1639;;60;Puerto Quito
1640;;60;Huachi Grande
1641;229;60;Santa Rosa
1642;;60;Pilaguín (Pilahuín)
1643;;60;Río Negro
1644;;60;Patate
1645;;60;Quero
1646;;60;Guambaló (Huambaló)
1647;;60;Tisaleo
1648;;60;Guadalupe
1649;;60; Zumba
1650;;60;Guayzimi
1651;;60;Yantzaza (Yanzatza)
1652;;60;Pachicutza
1653;;60;Zumbi
1654;;60;Palanda
1655;;60;El Progreso
1656;;60;Nueva Loja
1657;;60;Dureno
1658;;60;General Farfán
1659;;60;El Reventador
1660;;60;Palma Roja
1661;;60;Shushufindi
1662;;60;Limoncocha
1663;;60;Enokanqui
1664;;60;Dayuma
1665;;60;La Belleza
1666;;60;La Joya de los Sachas
1667;;60;San José de Guayusa
1668;;60;Loreto
1669;;60;Santo Domingo de los Colorados
1670;;60;Puerto Limón
1671;;60;San Jacinto del Bua
1672;;60;Valle Hermoso
1673;;60;Santa María del Toachi
1674;715;60;Alluriquín
1675;;60;Manuel Cornejo Astorga (Tandapi)
1676;;60;Luz de América
1677;;60;Santa Elena
1678;;60;Colonche
1679;363;60;Chanduy
1680;;60;Manglaralto
1681;63;60;Las Naves
1682;249;60;Palmales
1683;234;60;Chilla
1684;;60;García Moreno (Llurimagua)
1685;;60;Tumbabiro
1686;555;60;San Lorenzo
1687;;60;Lascano
1688;585;60;Barraganete
1689;;60;Cojimíes
1690;;60;San Roque (Cab. en San Vicente)
1691;;60;El Playón de San Francisco
1692;;60;Tarapoa
1693;176;60;Isinliví (Isinliví)
1694;97;60;Gualleturo
1695;32;60;Camilo Ponce Enríquez
1696;96;60;General Morales (Socarte)
1697;118;60;Maldonado
1698;;60;El Paraíso
1699;268;60;Salvias
1700;;60;Mariscal Sucre (Huaques)
1701;;60;Santa Lucía
1702;;60;San Blas
1703;;60;Orianga
1704;;60;Vicentino
1705;467;60;Chaguarpamba
1706;75;60;Santiago
1707;;60;San Pedro de la Bendita
1708;449;60;Celica
1709;;60;Palenque
1710;;60;Membrillo
1711;;60;Julcuy
1712;580;60;Chirijos
1713;;60;El Rosario
1714;;60;Veracruz  (Cab. en Indillama)
1715;724;60;Chavezpamba
1716;;60;Mocha
1717;;113;Turi
1718;113;113;Tulcán
1719;115;110;San Gabriel
1720;115;113;San Gabriel
1721;125;110;Concepción
1722;129;110;San Vicente de Pusir
1723;114;110;El Ángel
1724;845;113;Carondelet
1725;317;110;Selva Alegre
1726;;110;Urdaneta (Paquishapa)
1727;;110;El Paraíso de Celén
1728;;110;San Lucas
1729;;113;Lluzhapa
1730;;113;Colaisaca
1731;;113;Macas
1732;;113;San Francisco de Chinimbimi
1733;;113;Sangay (Cab. en Nayamanaca)
1734;;113;El Rosario
1735;;8;Tena
1736;;113;Papallacta
1737;;110;Gonzalo Díaz de Pineda (El Bombón)
1738;;110;El Guisme
1739;;110;Timbara
1740;227;113;Arenillas
1741;;113;Tenguel
1742;497;20;Babahoyo
1743;;113;San Pedro de Suma
1744;1;30;Cuenca
1745;5;113;Sigsig
1746;;113;Daniel Córdova Toral (El Oriente)
1747;;113;Dug Dug
1748;101;110;Chontamarca
1749;;113;Jerusalén
1750;126;110;La Libertad (Alizo)
1751;288;110;Chontaduro
1752;290;110;Montalvo (Cab. en Horqueta)
1753;;83;Santa Elena
1754;325;15;Guayaquil
1755;385;113;Atuntaqui
1756;;110;Pindal
1757;;6;Loja
1758;;110;Sanguillín
1759;;8;El Ingenio
1760;881;113;Bellavista
1761;;110;Macará
1762;429;110;Catacocha
1763;882;8;27 de Abril (Cab. en La Naranja)
1764;;110;El Rosario
1765;;110;San José de Payamino
1766;;113;San José de Dahuano
1767;;113;Tena
1768;676;113;Calderón
1769;324;49;Tambillo
1770;674;110;Amaguaña
1771;;113;Puerto Limón
1772;;113;San Pablo de Ushpayacu
1773;800;110;28 de Mayo (San José de Yacuambi)
1774;805;110;Chicaña
1775;;110;Pachicutza
1776;;113;Dureno
1777;;113;Nueva Loja
1778;;113;San Pedro de Los Cofanes
1779;;8;Nueva Loja
1780;;52;Gualaquiza
1781;;113;Simón Bolívar (Julio Moreno)
1782;;47;Jaramijó
1783;;113;Tosagua
1784;;113;Salango
1785;;113;Pichincha
1786;278;113;Rocafuerte
1787;529;113;Bahía de Caraquez
1788;;39;Santo Domingo de los Colorados
1789;1;59;Cuenca
1790;1;53;Cuenca
1791;1;119;Cuenca
1792;312;110;Cube
1793;889;113;Anchayacu
1794;348;113;Colimes
1795;;30;Eloy Alfaro (Durán)
1796;326;8;Milagro
1797;;113;La Libertad
1798;;53;Loja
1799;;110;Huambi
1800;;113;Enokanqui
1801;;113;El Esfuerzo
1802;;113;Puerto Libre
1803;113;18;Tulcán
1804;114;18;El Ángel
1805;115;18;San Gabriel
1806;131;110;Monte Olivo
1807;;18;San Miguel de Ibarra, Cabecera Cantonal y Capital Provincial
1808;;18;Otavalo
1809;;18;Cotacachi
1810;275;49;Rosa Zárate (Quinindé)
1811;;49;Puembo
1812;;18;Uyumbicho
1813;669;18;Cayambe
1814;708;18;Aloasí
1815;;53;Santo Domingo de los Colorados
1816;82;53;Azogues
1817;83;53;Cañar
1818;1;48;Cuenca
1819;892;53;Baños
1820;14;53;Ricaurte
1821;40;53;San Joaquín
1822;;53;Turi
1823;3;53;Gualaceo
1824;6;53;Paute
1825;4;53;Santa Isabel (Chaguarurco)
1826;5;53;Sigsig
1827;39;53;Valle
1828;;53;Saraguro
1829;;110;Tuutinentza
1830;;53;Macas
1831;;110;Guadalupe
1832;893;110;Bellavista
1833;207;110;San Andrés
1834;;53;Zamora
1835;266;66;Huaquillas
1836;;113;Río Bonito
1837;;110;Santa Rosa (Incluye La Isla Baltra)
1838;66;113;Salinas
1839;;113;Samborondón
1840;;113;El Rosario
1841;;20;Jipijapa
1842;;113;Santa Cecilia
1843;;113;El Eno
1844;82;38;Azogues
1845;;110;Patuca
1846;;110;Río Blanco
1847;;110;Macuma
1848;;110;Huamboya
1849;;110;Taisha
1850;596;110;Chiguaza
1851;900;110;Arapicos
1852;;110;San Antonio (Cab. en San Antonio Centro)
1853;;50;Loja
1854;32;110;Camilo Ponce Enríquez
1855;308;39;Daule
1856;;40;Vinces
1857;;114;Eloy Alfaro (Durán)
1858;;8;San Carlos
1859;329;113;José Luis Tamayo (Muey)
1860;;49;La Libertad
1861;;6;Paján
1862;497;49;Babahoyo
1863;;114;Valencia
1864;;114;San Jacinto de Buena Fé
1865;;62;Quevedo
1866;;110;Mocache
1867;;38;Nueva Loja
1868;;38;Cumbayá
1869;113;38;Tulcán
1870;;113;Dayuma
1871;;113;Inés Arango (Cab. en Western)
1872;;113;Taracoa (Nueva Esperanza: Yuca)
1873;;113;San Vicente de Huaticocha
1874;272;113;Valdez (Limones)
1875;;113;San Roque (Cab. en San Vicente)
1876;1;94;Cuenca
1877;;113;Huasaga (Cab. en Wampuik)
1878;;49;El Cabo
1879;;38;Naranjal
1880;231;38;El Guabo
1881;255;75;Portoviejo
1882;226;38;Pasaje
1883;;40;Santo Domingo de los Colorados
1884;;110;Puerto Misahualli
1885;;34;Nueva Loja
1886;1;72;Cuenca
1887;;113;San Miguel de Conchay
1888;;110;Sangay (Cab. en Nayamanaca)
1889;325;39;Guayaquil
1890;;114;Patricia Pilar
1891;255;11;Portoviejo
1892;;8;Santa Marianita (Boca de Pacoche)
1893;;38;La Concordia
1894;;75;San Miguel de Ibarra, Cabecera Cantonal y Capital Provincial
1895;;113;Oyacachi
1896;;24;Conocoto
1897;308;38;Daule
1898;;39;Quito Distrito Metropolitano
1899;1;120;Cuenca
1900;;113;Remigio Crespo Toral (Gulag)
1901;497;40;Babahoyo
1902;693;38;San Antonio
1903;;38;La Joya de los Sachas
1904;277;83;Atacames
1905;;110;Gualea
1906;;113;Siete de Julio
1907;;38;El Salitre (Las Ramas)
1908;325;118;Guayaquil
1909;497;25;Babahoyo
